Unnamed: 0,NOME,FAZ,TAL,tipocorte,variedad,madurada,producto,dosismad,semsmad,edad,cortes,me,vejez,sacarosa,mes,periodo,TCH,lluvias,grupo_tenencia,pct_diatrea,Categoria_TCH,Categoria_Sacarosa
606,EL CARMEN,80349,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,11.9,15.8,4,11.3,1.6,13.7,4,201904,187,7,3,4.8,Alto,Alto
609,EL CARMEN EMPRESA,80132,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.4,18.0,14.0,2,10.6,2.8,12.5,10,201710,165,262,1,3.2,Alto,Medio
610,EL CARMEN EMPRESA,80132,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.3,12.6,12.7,3,10.7,2.3,13.7,12,201812,109,359,1,2.6,Bajo,Alto
611,EL CARMEN EMPRESA,80132,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,7.0,11.8,4,9.4,5.3,13.0,12,201912,121,122,1,2.7,Bajo,Medio
612,EL CARMEN EMPRESA,80132,2,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.4,18.1,15.6,1,9.4,3.0,13.2,10,201710,168,543,1,3.4,Alto,Alto
613,EL CARMEN EMPRESA,80132,2,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,7.0,11.8,2,8.1,2.4,13.3,9,201809,145,27,1,2.6,Medio,Alto
614,EL CARMEN EMPRESA,80132,2,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,6.7,11.7,3,9.3,2.7,12.9,9,201909,139,17,1,5.6,Medio,Medio
615,EL CARMEN EMPRESA,80132,2,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,10.6,12.6,4,8.8,2.5,13.5,10,202010,132,77,1,2.4,Bajo,Alto
617,EL CARMEN MEJIA,80289,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,10.7,13.6,1,7.4,2.4,13.3,10,201910,82,362,2,2.3,Bajo,Alto
618,EL CARMEN MEJIA,80289,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,13.3,13.0,2,10.0,1.7,13.5,12,202012,102,157,2,3.1,Bajo,Alto
619,EL CARMEN VELASCO,82510,001A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,10.4,13.5,1,9.0,1.6,12.2,10,201910,84,362,2,2.9,Bajo,Bajo
620,EL DANUBIO C,80590,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,12.3,17.7,2,10.2,2.5,11.7,1,202101,147,0,3,4.4,Medio,Bajo
633,EL EDEN,80310,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,6.1,12.9,1,7.5,2.1,12.7,4,201704,158,0,3,3.2,Alto,Medio
634,EL EDEN,80310,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.1,7.4,11.4,2,7.0,1.9,13.4,3,201803,130,0,3,3.2,Bajo,Alto
635,EL EDEN,80310,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.6,4.7,11.2,3,8.2,7.3,13.5,3,201903,131,0,3,11.1,Bajo,Alto
636,EL EDEN,80310,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,5.7,11.1,4,8.3,2.3,13.9,2,202002,137,0,3,14.1,Medio,Alto
637,EL EDEN,80310,001A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.6,4.9,12.2,1,7.3,2.6,13.9,3,201903,173,0,3,5.3,Alto,Alto
638,EL EDEN,80310,001A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,5.7,11.1,2,8.9,1.8,13.2,2,202002,155,0,3,14.1,Alto,Alto
639,EL EDEN,80310,001B,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.6,5.1,12.3,1,6.5,2.1,13.3,3,201903,161,0,3,4.1,Alto,Alto
640,EL EDEN,80310,001B,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,6.0,11.1,2,7.8,2.1,13.2,2,202002,151,0,3,14.1,Medio,Alto
644,EL EDEN,80310,3,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,5.7,12.5,1,7.0,2.2,13.9,9,201909,150,0,3,3.2,Medio,Alto
645,EL EDEN,80310,3,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.5,9.1,12.0,2,7.6,2.2,13.5,9,202009,133,99,3,8.3,Bajo,Alto
646,EL EDEN,80310,4,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.3,3.3,12.5,2,6.7,1.9,12.7,8,201708,183,0,3,5.6,Alto,Medio
647,EL EDEN,80310,4,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,7.7,12.0,4,8.0,2.2,13.3,8,201908,146,0,3,6.9,Medio,Alto
648,EL EDEN,80310,4,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,7.7,11.9,5,8.9,2.5,13.2,8,202008,137,32,3,6.4,Medio,Alto
649,EL EDEN,80310,5,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,3.0,11.8,1,6.0,2.7,13.1,8,201908,158,0,3,6.9,Alto,Medio
650,EL EDEN,80310,5,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,7.9,11.9,2,10.2,2.4,12.8,8,202008,148,42,3,9.2,Medio,Medio
652,EL EDEN,80310,005A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,3.1,11.1,2,7.4,2.3,13.1,8,201908,156,0,3,6.9,Alto,Medio
653,EL EDEN,80310,005A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,8.3,12.0,3,3.4,2.2,12.9,8,202008,152,59,3,9.2,Medio,Medio
655,EL EDEN,80310,6,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.5,3.1,11.6,1,7.9,2.1,13.7,9,201909,153,0,3,3.2,Medio,Alto
656,EL EDEN,80310,6,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,9.4,12.0,2,8.0,2.0,12.9,9,202009,138,99,3,10.7,Medio,Medio
657,EL EDEN,80310,7,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.5,3.3,11.3,1,6.6,2.5,13.5,9,201909,145,0,3,3.2,Medio,Alto
658,EL EDEN,80310,7,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,9.4,12.0,2,7.2,2.7,12.6,9,202009,137,99,3,8.3,Medio,Medio
663,EL ENCANTO,80596,5,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,10.9,13.6,1,9.1,2.6,12.2,6,201906,117,0,3,6.4,Bajo,Bajo
666,EL ESPEJO,80299,6,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.3,8.3,12.3,1,9.0,2.3,12.3,7,201807,184,109,2,7.3,Alto,Bajo
668,EL ESPEJO,80299,7,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,9.0,13.0,1,7.6,2.5,12.4,11,201611,124,235,2,6.3,Bajo,Bajo
669,EL ESPEJO,80299,7,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.3,9.1,13.8,2,10.2,2.5,11.4,1,201801,156,323,2,11.9,Alto,Bajo
670,EL ESPEJO,80299,7,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,8.9,11.9,3,8.8,2.4,13.2,1,201901,111,134,2,12.9,Bajo,Alto
676,EL FARO,80184,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,8.1,13.7,1,9.1,2.6,12.8,6,201506,161,155,2,1.3,Alto,Medio
678,EL FARO,80184,001B,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,8.3,12.0,2,8.2,2.9,14.5,6,201506,128,71,2,0.5,Bajo,Alto
680,EL FARO EMPRESA,82515,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,10.4,12.4,6,8.3,3.1,14.2,10,201910,144,89,1,1.9,Medio,Alto
681,EL FARO EMPRESA,82515,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,10.3,12.6,7,9.0,3.0,13.9,10,202010,127,51,1,5.9,Bajo,Alto
682,EL FARO EMPRESA,82515,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,10.1,12.3,4,7.7,3.4,12.6,9,201809,123,51,1,1.8,Bajo,Medio
683,EL FARO EMPRESA,82515,001A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,7.6,12.9,1,11.6,3.0,11.9,12,201812,152,186,1,4.4,Medio,Bajo
684,EL FARO EMPRESA,82515,001A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,11.0,12.8,2,8.9,2.4,13.2,12,201912,133,173,1,2.3,Bajo,Alto
685,EL FARO EMPRESA,82515,001A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,7.9,12.3,3,9.5,2.6,12.8,1,202101,150,171,1,4.4,Medio,Medio
687,EL FARO EMPRESA,82515,001B,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.7,17.6,14.6,4,10.7,2.5,13.5,9,201709,163,264,1,0.8,Alto,Alto
688,EL FARO EMPRESA,82515,001B,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,10.4,12.2,5,8.1,3.0,13.5,9,201809,125,51,1,1.2,Bajo,Alto
689,EL FARO EMPRESA,82515,2,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,5.4,12.6,1,8.9,2.3,12.8,12,201912,138,168,1,1.6,Medio,Medio
690,EL FARO EMPRESA,82515,2,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,8.0,12.4,2,9.2,2.0,13.2,1,202101,149,171,1,4.4,Medio,Alto
693,EL FARO EMPRESA,82515,3,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,8.1,13.1,1,8.5,2.5,12.9,12,201912,151,203,1,2.0,Medio,Medio
694,EL FARO EMPRESA,82515,3,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,8.1,12.4,2,9.6,2.3,12.3,1,202101,165,179,1,4.4,Alto,Bajo
703,EL GUABAL,80161,006A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,13.4,13.6,3,8.5,3.3,13.3,11,201611,89,261,2,8.3,Bajo,Alto
709,EL GUABAL,80161,008A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,13.3,13.5,3,7.8,3.3,12.3,11,201611,79,261,2,8.3,Bajo,Bajo
729,EL GUABITO EMPRESA,80117,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.4,3.3,11.8,1,9.8,5.3,12.2,1,202001,120,40,1,3.2,Bajo,Bajo
730,EL GUABITO EMPRESA,80117,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,6.0,11.8,2,9.9,2.9,13.1,1,202101,113,112,1,3.2,Bajo,Medio
732,EL GUABITO EMPRESA,80117,2,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.4,8.0,12.3,2,9.8,13.8,13.8,1,202001,116,158,1,2.2,Bajo,Alto
733,EL GUABITO EMPRESA,80117,2,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,6.3,12.1,3,9.2,2.8,13.2,1,202101,132,127,1,3.0,Bajo,Alto
738,EL GUABITO EMPRESA,80117,003A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.4,5.1,11.7,2,12.0,33.1,11.3,1,202001,183,33,1,3.7,Alto,Bajo
739,EL GUABITO EMPRESA,80117,003B,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.5,12.3,14.2,1,5.7,3.0,12.5,1,201901,125,436,1,4.6,Bajo,Medio
740,EL GUABITO EMPRESA,80117,4,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.4,3.6,11.9,1,9.9,3.0,12.3,1,202001,139,40,1,2.9,Medio,Bajo
741,EL GUABITO EMPRESA,80117,4,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,7.9,12.2,2,9.0,3.3,12.5,1,202101,149,112,1,3.2,Medio,Medio
744,EL GUABITO EMPRESA,80117,004A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.5,9.0,12.0,2,7.8,3.3,13.1,9,201809,144,61,1,3.5,Medio,Medio
745,EL GUABITO EMPRESA,80117,004B,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.5,10.6,12.4,2,8.3,3.2,13.4,9,201809,227,95,1,3.5,Alto,Alto
746,EL GUABITO EMPRESA,80117,004B,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,14.0,12.8,3,12.0,4.2,12.2,10,201910,155,185,1,4.6,Alto,Bajo
747,EL GUABITO EMPRESA,80117,004B,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,11.7,12.7,4,9.4,3.8,13.1,11,202011,154,169,1,3.2,Alto,Medio
750,EL GUABITO EMPRESA,80117,6,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.5,10.7,12.4,3,8.2,3.4,13.9,9,201809,169,95,1,2.7,Alto,Alto
751,EL GUABITO EMPRESA,80117,6,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,14.1,12.8,4,10.8,3.4,12.9,10,201910,161,185,1,4.6,Alto,Medio
752,EL GUABITO EMPRESA,80117,6,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,11.7,12.6,5,8.7,2.9,12.7,11,202011,159,169,1,3.2,Alto,Medio
764,EL GUACHAL,80364,3,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,11.3,12.7,5,8.6,3.0,14.2,10,202010,145,85,3,4.4,Medio,Alto
766,EL GUACHAL,80364,4,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,8.6,14.0,1,8.7,6.6,12.5,5,201805,158,337,3,3.7,Alto,Medio
767,EL GUACHAL,80364,4,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,7.6,12.3,3,7.0,22.6,13.1,4,202004,159,92,3,3.1,Alto,Medio
769,EL GUACHAL,80364,004A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.1,6.4,12.3,2,8.7,2.2,12.4,5,201905,151,0,3,1.7,Medio,Bajo
770,EL GUACHAL,80364,004A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,6.3,12.3,3,9.3,3.1,12.8,5,202005,153,115,3,3.1,Medio,Medio
771,EL GUACHAL,80364,5,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,7.3,13.9,1,8.6,2.0,13.4,3,202003,172,114,3,5.4,Alto,Alto
776,EL GUACHAL,80364,6,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,10.9,12.3,5,10.0,2.3,13.9,10,202010,136,85,3,4.4,Medio,Alto
778,EL GUAYABITO,80688,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.1,27.0,16.4,3,9.7,3.0,11.6,7,201707,146,397,3,4.9,Medio,Bajo
779,EL GUAYABITO,80688,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.6,7.1,11.5,4,8.3,2.7,13.3,7,201807,114,34,3,8.8,Bajo,Alto
780,EL GUAYABITO,80688,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,8.3,12.3,5,10.4,2.4,13.0,7,201907,114,0,3,3.9,Bajo,Medio
782,EL GUAYABITO,80688,001A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,9.4,14.8,2,8.7,4.6,11.9,12,201712,182,358,3,3.2,Alto,Bajo
783,EL GUAYABITO,80688,001A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.6,8.7,11.8,3,10.1,2.7,11.8,12,201812,181,0,3,3.2,Alto,Bajo
784,EL GUAYABITO,80688,001A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.5,9.7,12.3,4,8.3,2.9,13.0,12,201912,144,0,3,3.1,Medio,Medio
786,EL GUAYABITO,80688,001B,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,15.0,14.4,1,7.2,2.4,14.1,2,201702,183,0,3,3.2,Alto,Alto
787,EL GUAYABITO,80688,001B,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,12.9,12.9,3,10.6,2.9,12.6,7,201907,142,0,3,3.9,Medio,Medio
791,EL GUAYABITO,80688,003A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.6,13.4,14.2,1,8.5,2.4,12.8,12,201812,162,101,3,3.2,Alto,Medio
792,EL GUAYABITO,80688,003A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.5,9.3,11.8,2,8.5,2.6,12.3,12,201912,126,0,3,3.1,Bajo,Bajo
793,EL GUAYABITO,80688,4,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,14.1,14.4,1,7.9,2.6,12.9,2,201702,169,0,3,3.5,Alto,Medio
794,EL HIGUERON EMPRESA,82506,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.7,6.7,14.0,2,7.7,3.8,12.4,12,201712,169,262,1,4.4,Alto,Bajo
795,EL HIGUERON EMPRESA,82506,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.5,7.1,11.5,3,9.9,3.0,12.2,12,201812,152,102,1,1.4,Medio,Bajo
796,EL HIGUERON EMPRESA,82506,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,5.7,11.4,4,11.7,2.3,12.5,11,201911,143,138,1,3.3,Medio,Medio
797,EL HIGUERON EMPRESA,82506,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,12.7,13.1,5,9.1,2.8,13.1,12,202012,149,215,1,5.3,Medio,Medio
798,EL HIGUERON EMPRESA,82506,001A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.5,11.7,12.5,3,9.3,9.7,12.9,1,201901,109,121,1,2.0,Bajo,Medio
799,EL HIGUERON EMPRESA,82506,2,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,7.9,11.5,3,8.5,2.3,13.0,1,201901,139,30,1,3.2,Medio,Medio
800,EL HIGUERON EMPRESA,82506,2,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,8.0,11.7,4,10.3,2.7,13.2,1,202001,139,82,1,2.6,Medio,Alto
801,EL HIGUERON EMPRESA,82506,2,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,6.3,12.1,5,8.8,2.3,13.0,1,202101,156,205,1,1.4,Alto,Medio
802,EL HIGUERON EMPRESA,82506,002E,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,10.9,15.4,2,8.6,2.8,12.2,1,201801,173,477,1,3.7,Alto,Bajo
803,EL HIGUERON EMPRESA,82506,3,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.7,5.3,13.8,2,8.3,6.6,12.5,12,201712,166,262,1,4.4,Alto,Medio
804,EL HIGUERON EMPRESA,82506,3,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.5,11.3,12.8,3,7.2,2.9,13.8,1,201901,127,134,1,0.2,Bajo,Alto
805,EL HIGUERON EMPRESA,82506,3,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,7.6,12.0,4,9.7,2.1,13.3,1,202001,132,160,1,2.6,Bajo,Alto
806,EL HIGUERON EMPRESA,82506,3,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,6.6,12.2,5,9.2,2.4,13.0,1,202101,155,223,1,1.5,Alto,Medio
807,EL HIGUERON EMPRESA,82506,4,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,9.3,13.1,1,8.9,6.2,13.3,10,201610,170,91,1,7.1,Alto,Alto
808,EL HIGUERON EMPRESA,82506,4,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.7,6.4,14.1,2,8.7,5.1,12.3,12,201712,175,291,1,4.4,Alto,Bajo
809,EL HIGUERON EMPRESA,82506,4,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.5,6.9,11.5,3,9.8,2.6,12.9,12,201812,146,102,1,0.7,Medio,Medio
810,EL HIGUERON EMPRESA,82506,4,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,5.7,11.5,4,10.6,2.3,12.7,11,201911,141,147,1,4.0,Medio,Medio
811,EL HIGUERON EMPRESA,82506,4,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,11.6,12.8,5,8.4,2.3,13.4,12,202012,140,210,1,6.1,Medio,Alto
812,EL HIGUERON EMPRESA,82506,5,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.3,12.3,15.3,2,8.8,6.4,12.5,12,201712,172,287,1,4.4,Alto,Medio
813,EL HIGUERON EMPRESA,82506,5,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.5,9.7,12.5,3,8.5,3.4,13.2,12,201812,161,152,1,2.0,Alto,Alto
814,EL HIGUERON EMPRESA,82506,5,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,3.7,10.9,4,10.8,2.7,12.5,11,201911,145,137,1,3.3,Medio,Medio
815,EL HIGUERON EMPRESA,82506,5,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,11.3,12.8,5,8.4,2.6,13.2,12,202012,147,223,1,2.9,Medio,Alto
816,EL HIGUERON EMPRESA,82506,6,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.3,12.3,15.5,2,6.6,4.7,12.3,12,201712,174,309,1,4.4,Alto,Bajo
817,EL HIGUERON EMPRESA,82506,6,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.5,9.9,12.5,3,7.8,3.1,12.6,12,201812,190,152,1,2.8,Alto,Medio
818,EL HIGUERON EMPRESA,82506,6,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,4.0,11.0,4,10.5,2.7,12.4,11,201911,138,137,1,3.3,Medio,Bajo
819,EL HIGUERON EMPRESA,82506,6,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,9.3,13.0,5,9.3,2.7,12.4,1,202101,177,240,1,1.4,Alto,Bajo
820,EL HIGUERON EMPRESA,82506,006A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.5,11.1,12.8,3,8.7,2.3,13.5,1,201901,160,152,1,3.7,Alto,Alto
821,EL JAGUAL,80354,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,13.7,13.8,3,8.9,2.4,13.4,1,202101,154,111,3,2.3,Alto,Alto
822,EL JAGUAL,80354,2,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,9.3,12.3,2,10.1,10.0,12.0,4,201704,172,342,3,2.6,Alto,Bajo
823,EL JAGUAL,80354,2,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,8.0,12.4,3,8.9,2.3,12.3,4,201804,131,232,3,6.5,Bajo,Bajo
824,EL JAGUAL,80354,2,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.1,10.4,13.3,4,10.9,2.7,12.3,6,201906,157,0,3,1.8,Alto,Bajo
825,EL JAGUAL,80354,2,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,8.9,12.7,5,9.3,2.2,12.0,7,202007,152,212,3,4.0,Medio,Bajo
826,EL JAGUAL,80354,002A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,19.3,14.6,2,5.0,3.5,12.3,6,201706,192,738,3,4.3,Alto,Bajo
827,EL JAGUAL,80354,3,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,6.9,13.6,1,10.1,2.2,11.3,6,201906,191,0,3,1.7,Alto,Bajo
